class,generator_edit_method,video_id,split,duration_sec,width,height,fps,codec,bitrate,has_audio,sha256
ai_edited,unknown,aiedit-inpainting-01645,valid,6.25,1984,1280,16.0,h264,3132387,False,75d6cd5392dcd1548c044bc16988d8704754bb7193378cce2d9b6a43e0621a62
ai_edited,unknown,aiedit-inpainting-01646,train,6.25,1280,1984,16.0,h264,1784875,False,acc09e3e5d7c931121f303730aace4fc131087716f6eb7b7323dbc8c0aee6e7a
ai_edited,unknown,aiedit-inpainting-01647,train,6.25,1984,1280,16.0,h264,2185689,False,f105c136dbb18176667be2126e7394f0f196c50e36caf3fe48e958fef3057fe7
ai_edited,unknown,aiedit-inpainting-01648,valid,6.25,1280,1984,16.0,h264,1106732,False,d66fb892336e7fd0d57edf49f8e47342c14ad83427619f60cd4226100bc86f22
ai_edited,unknown,aiedit-inpainting-01649,train,6.25,1984,1280,16.0,h264,6753998,False,e50139ee4eb3ba4c789c202c3510d6889a6653914f137d991234be69914fb740
ai_edited,unknown,aiedit-inpainting-01650,train,6.25,1280,1984,16.0,h264,2514458,False,9f411a32c0f7a80c6fbc8bc4645264f56462650ce6bc52b1fcdc03a3c3cc4311
ai_edited,unknown,aiedit-inpainting-01651,train,6.25,1984,1280,16.0,h264,2928811,False,4fa5225e46f580cd7517c04403dc68e383e78e91b87ce7b91a25961249f5c688
ai_edited,unknown,aiedit-inpainting-01652,train,6.25,1984,1280,16.0,h264,2330999,False,c9d8d05b8e5a7be07c2fb5f6cf694698b2758d806112558c7c1c59b5109009a4
ai_edited,unknown,aiedit-inpainting-01653,train,6.25,1280,1984,16.0,h264,1474113,False,9f4475f8dae0156b92b183dca99c9325ef6da1901ea69c9f55ba289ef23cb849
ai_edited,unknown,aiedit-inpainting-01654,train,6.25,1984,1280,16.0,h264,3717327,False,491ae3d06c99f529e8021ba168d4a7b04a1f52837150f1cde02f967d49c8318f
ai_edited,unknown,aiedit-inpainting-01655,train,6.25,1984,1280,16.0,h264,2701146,False,f568cd112419bb8d7a54cdfeae9964d616079475343086f4a70688b234c15cbf
ai_edited,unknown,aiedit-inpainting-01656,train,6.25,1984,1280,16.0,h264,1380610,False,6267c1a662dfe6ebcc7d876d982ed381f8adadac23740ff8873d8e97a0079ed2
ai_edited,unknown,aiedit-inpainting-01657,train,6.25,1984,1280,16.0,h264,2386120,False,eb70601b3f401a6042e91f5e158a7edc59a8dfb7fbac1dc094a1aee032a534bc
ai_edited,unknown,aiedit-inpainting-01658,train,6.25,1280,1984,16.0,h264,1873061,False,e65c56d147e4e707abde3af2df85fd135e96738aadcf7f1499e3e30e40691fd0
ai_edited,unknown,aiedit-inpainting-01659,train,6.25,1280,1984,16.0,h264,1893950,False,555200641da8c6262c2e3c468e3eda520deaf939db73b3a55d6b2380ac292cb2
ai_edited,unknown,aiedit-inpainting-01660,train,6.25,1984,1280,16.0,h264,2806133,False,6c8c17c25b0c698a43058edd626058ce231fce396f075122a0dc1de2a2762d76
ai_edited,unknown,aiedit-inpainting-01661,train,6.25,1984,1280,16.0,h264,3299526,False,8197fe8e835659f2b0cfe804c6d8d53ee6fad9b1548cd95bea6e4aef6e3eea6b
ai_edited,unknown,aiedit-inpainting-01662,train,6.25,1984,1280,16.0,h264,1490659,False,c59d2d7f3af987f6e12dc240e792579c69dd0e57bdc3347548ed509268e312d2
ai_edited,unknown,aiedit-inpainting-01663,valid,6.25,1280,1984,16.0,h264,3257893,False,c7b0173d39c5d0341acfb7a47671f6cfb2ae625a4995374c8dbbd0f1ae690ecc
ai_edited,unknown,aiedit-inpainting-01664,train,6.25,1984,1280,16.0,h264,2617418,False,c9ab96435723832b309a999fed0ca1735e8136b54765839717410c776b3adc27
ai_edited,unknown,aiedit-inpainting-01665,train,6.25,1984,1280,16.0,h264,2275907,False,56ae037e36d71008cab1948f6f07701139ea4d6af22f852864770c4e5dd0413f
ai_edited,unknown,aiedit-inpainting-01666,test,6.25,1280,1984,16.0,h264,4598184,False,a412aa13648634ae71f20eedee3a205a845453e8d188e94dcdfeb64a036f92ec
ai_edited,unknown,aiedit-inpainting-01667,train,6.25,1280,1984,16.0,h264,3607850,False,137ec6270e8e12ec35616a51963d8ef865a491ee8c64b7c1aad54ea54cc41b62
ai_edited,unknown,aiedit-inpainting-01668,train,6.25,1984,1280,16.0,h264,2808362,False,8fb746a6acd4ee5a916c1153290578670c7803af32588e0e8847182cb4dc0a43
ai_edited,unknown,aiedit-inpainting-01669,train,6.25,1280,1984,16.0,h264,2337879,False,6d1ac99100c7c6655282c8e9e10be78bd915ac2c2890579b1374f8af6de2c134
ai_edited,unknown,aiedit-inpainting-01670,train,6.25,1984,1280,16.0,h264,1733207,False,7fb336d27780369ed2ede7102214aa74f482142c3f696ddde16ec7a110537da6
ai_edited,unknown,aiedit-inpainting-01671,test,6.25,1984,1280,16.0,h264,1773286,False,93116a04da4f52337b978dd3d21977bc73f6b008229977b26215146448f540a8
ai_edited,unknown,aiedit-inpainting-01672,test,6.25,1984,1280,16.0,h264,2161486,False,8dbad8835685e4d84a752826b6c7cf425d301c6fa0f21599e9366b4d69606d4c
ai_edited,unknown,aiedit-inpainting-01673,valid,6.25,1984,1280,16.0,h264,7608933,False,7018900b9c99f33981b8c073a073f177d05e8eac73eb07aae8b9f2080f48c838
ai_edited,unknown,aiedit-inpainting-01674,train,6.25,1984,1280,16.0,h264,1648680,False,86b697c36d9909b8ad2ea10643ddcfe5bde55460abe0547df596d2544bad7eb8
ai_edited,unknown,aiedit-inpainting-01675,train,6.25,1984,1280,16.0,h264,3973625,False,ff7172c95484fabf0e2c883e512aef3c4f240b091660fb9f67e17fbc3b4af064
ai_edited,unknown,aiedit-inpainting-01676,train,6.25,1984,1280,16.0,h264,1580284,False,5964adb02fca271703a1baa16b17648fe69df9bef060fbe3989c55defc187a14
ai_edited,unknown,aiedit-inpainting-01677,train,6.25,1984,1280,16.0,h264,1337241,False,757093b014e239b0d9c25aee627f1029bc527df0e8e6f305ac66a1afb26c5501
ai_edited,unknown,aiedit-inpainting-01678,test,6.25,1984,1280,16.0,h264,2544471,False,113de812e4b61648b5b427f219c2c4ca55b5e1423b170a293a187a4c1dfa1008
ai_edited,unknown,aiedit-inpainting-01679,train,6.25,1280,1984,16.0,h264,8570059,False,04f61865977c2e321a1c7a59174fb4a8a5811ffdab859e30fa9df8ba89b7ef5f
ai_edited,unknown,aiedit-inpainting-01680,train,6.25,1280,1984,16.0,h264,2362883,False,622b98517fed2ecbcd90150b4463e3ad0355dbb20638322a91ab5c97267f94c5
ai_edited,unknown,aiedit-inpainting-01681,test,6.25,1984,1280,16.0,h264,2819572,False,f20378de145b96bdaeeb28e04530c853fcf8d1c56ee1a62651c4103fcc4a2eea
ai_edited,unknown,aiedit-inpainting-01682,valid,6.25,1984,1280,16.0,h264,2196117,False,ab48046d5d5c3b40ebbd77151ccbc57d607ebb1c51a95de41780bcfb3f2d7821
ai_edited,unknown,aiedit-inpainting-01683,train,6.25,1984,1280,16.0,h264,2542784,False,ee4b1e44461d6caa5dea9bf91534406c1e14a0a1df4abf3907e454ac2c46b526
ai_edited,unknown,aiedit-inpainting-01684,train,6.25,1280,1984,16.0,h264,1965222,False,47a08cc5ce3cf1490c0574b138855d3e5ee6df4d82001e09552f0e779bb0d3ee
ai_edited,unknown,aiedit-inpainting-01685,valid,6.25,1984,1280,16.0,h264,1734882,False,2b56c7260802421794cd2ffce68d2051a0e1321fabd1e0967983bc8163f6890d
ai_edited,unknown,aiedit-inpainting-01686,train,6.25,1984,1280,16.0,h264,1745587,False,46df834f5a06e8e12f6d03e45c211302a255d9428deb255db5f78f9fa55baf4b
ai_edited,unknown,aiedit-inpainting-01687,test,6.25,1984,1280,16.0,h264,3105326,False,3bb6b7aee74d121beee39083bde69eb76c7a73c89690a9520dfbd05e41f2facb
ai_edited,unknown,aiedit-inpainting-01688,valid,6.25,1280,1984,16.0,h264,1646740,False,83a4707ae47bb847f865d3cfd384ecccc5d755f7b3793e44d95e4d4e64926cf7
ai_edited,unknown,aiedit-inpainting-01689,valid,6.25,1280,1984,16.0,h264,2170955,False,cb543e46a5543b51f636d92df101c65833981fb8eb3f17af3f2df6ceb476e5ee
ai_edited,unknown,aiedit-inpainting-01690,test,6.25,1984,1280,16.0,h264,2697652,False,7dd99a904e5d8ce5694ca7fdf7e204b3d49fa6749107b433580bd3c719d4a326
ai_edited,unknown,aiedit-inpainting-01691,test,6.25,1280,1984,16.0,h264,2065053,False,f60f92315dfb5986761b278c7eff2fabb838dbc7d18d64fad218365943e04a43
ai_edited,unknown,aiedit-inpainting-01692,train,6.25,1984,1280,16.0,h264,4656810,False,65069bc27ffa6b95f5304084fc829cf788c6cf994445873d490e20cf4d100957
ai_edited,unknown,aiedit-inpainting-01693,valid,6.25,1280,1984,16.0,h264,2506231,False,8f86bf5bddff9125679e16d85718d88cf4f46d353412a0dd425a3e41bdd305e3
ai_edited,unknown,aiedit-inpainting-01694,train,6.25,1280,1984,16.0,h264,1861171,False,ca3e9e66fb5953bcf21e674c24798c52c9f5e1330650bc5133377a6a008401ba
ai_edited,unknown,aiedit-inpainting-01695,test,6.25,1280,1984,16.0,h264,3461166,False,8fe22d972148d38831fc745d53cec86ff12a1754c3275c39807e3a7d90698dac
ai_edited,unknown,aiedit-inpainting-01696,valid,6.25,1280,1984,16.0,h264,1464417,False,90cba4cb01ae04fd880f2fb36ada867af1a2c51c331734527bd35d4f2f46db1c
ai_edited,unknown,aiedit-inpainting-01697,test,6.25,1984,1280,16.0,h264,2858534,False,bdee74b42722af70ab13f0100c528be7ede5cf2eac4f6c222f1b0eb021eba7f2
ai_edited,unknown,aiedit-inpainting-01698,train,6.25,1280,1984,16.0,h264,3179810,False,8e83c30d7b37a5115b9e278e296892edeb3f3a022ce71e05aabfeb51e9ad6ad3
ai_edited,unknown,aiedit-inpainting-01699,train,6.25,1280,1984,16.0,h264,2399271,False,2aed9dc4e100a1e0a900a0749a67e087b4e688f148b754a1f424c97db69a6f65
ai_edited,unknown,aiedit-inpainting-01700,train,6.25,1984,1280,16.0,h264,2745628,False,205806b815b14f2d163670bf40936519d0e9deef2e21bfea59aac1edff579c80
ai_edited,unknown,aiedit-inpainting-01701,train,6.25,1280,1984,16.0,h264,3471161,False,a4c07d3c63b0e1ac0a22876585478b90be0695f1853717530e91598ded641b33
ai_edited,unknown,aiedit-inpainting-01702,train,6.25,1984,1280,16.0,h264,2329359,False,cebde4ec424c295d29910815fe416f57740c99ca4ebe02ac87818c7cab2ad923
ai_edited,unknown,aiedit-inpainting-01703,train,6.25,1984,1280,16.0,h264,4180773,False,2f250a53be1456792a0902325fd6845f1903ca3a24c4fc00c4c12bbb8b3ac5c0
ai_edited,unknown,aiedit-inpainting-01704,train,6.25,1984,1280,16.0,h264,2504262,False,28c410e9ecd09d9680b727848f52733f8cb6007627e452d67de4694e131a9855
ai_edited,unknown,aiedit-inpainting-01705,train,6.25,1984,1280,16.0,h264,3692706,False,50416e40bdc2a51e2ada6b2771c3b169f660405d756f40a0d87743b2c993da9f
ai_edited,unknown,aiedit-inpainting-01706,train,6.25,1984,1280,16.0,h264,1275051,False,419ca010f30575cd98468bddd4a09d5d23e929d6cb2b35114ac4042dfa0a77c1
ai_edited,unknown,aiedit-inpainting-01707,train,6.25,1280,1984,16.0,h264,1319815,False,2aa26519fdc85cb18430e8190a17839d2dd061406034dbc9b1fc92d31fffb69b
ai_edited,unknown,aiedit-inpainting-01708,valid,6.25,1984,1280,16.0,h264,2570127,False,5bc6a17366f77ee25699b592f39d6bb9c9939285f350ffbfb16336025f0e6496
ai_edited,unknown,aiedit-inpainting-01709,train,6.25,1984,1280,16.0,h264,5408673,False,2eedaa173f1ad024ec7b6b002940068eba85611b311701f9be8e79ba6c0fe548
ai_edited,unknown,aiedit-inpainting-01710,train,6.25,1984,1280,16.0,h264,1460202,False,7cac5017ee07e3b0625ecd68d9d2a2c0690179e586f3a1bb0bd68b402cc98b78
ai_edited,unknown,aiedit-inpainting-01711,train,6.25,1984,1280,16.0,h264,2170284,False,2f665cb97040055fc3a6977861fac1bd42d169e69c1752a7b49aba4b9f476fd0
ai_edited,unknown,aiedit-inpainting-01712,valid,6.25,1280,1984,16.0,h264,2103612,False,2806544959cba85eb011b32d0bf1311e617d0b4eabd9bffa16c2cf6ea6a6b65a
ai_edited,unknown,aiedit-inpainting-01713,train,6.25,1984,1280,16.0,h264,2145777,False,3873e9616a1e2ccd3bfe899920b5646437e232aac934ba6463715f6171c80a7f
ai_edited,unknown,aiedit-inpainting-01714,train,6.25,1984,1280,16.0,h264,2203856,False,7b3204f1073d36616169fa933f685785281de8662f7a751bafd4eb6c8bcd0174
ai_edited,unknown,aiedit-inpainting-01715,test,6.25,1984,1280,16.0,h264,1897308,False,bca1f19a77f4c07635fcfb05f642b9920fac0dfaaa0455b6d0ec12204ec97b5b
ai_edited,unknown,aiedit-inpainting-01716,train,6.25,1984,1280,16.0,h264,970425,False,a9b34c14d4667d2f98f2a2254f653df1c6a6ecc4d87d7a4736bdde50ea57a15a
ai_edited,unknown,aiedit-inpainting-01717,train,6.25,1984,1280,16.0,h264,1354417,False,2f8fef0be707638970445d2442706ce661b85638456bbe24a8534c85d3581de0
ai_edited,unknown,aiedit-inpainting-01718,train,3.312,1984,1280,16.0,h264,2147214,False,56f2770bcd68efcd77d29afc7ad6ed655fed3c914593267f7bd28143f06529b3
ai_edited,unknown,aiedit-inpainting-01719,train,6.25,1984,1280,16.0,h264,684220,False,0767554c847eea7c77794ca549b726ccff7e1a906ff1b2a4bf9332629e94320b
ai_edited,unknown,aiedit-inpainting-01720,train,6.25,1984,1280,16.0,h264,2728471,False,6dc7a22fbbfe5a18aff7ade4500b9bf980331a73519957d20fd80349cfe52048
ai_edited,unknown,aiedit-inpainting-01721,train,6.25,1984,1280,16.0,h264,1680711,False,5e6d8bbb75080ca6731a3ea86722e910140c0f98db3245a0c90f0740ec254d24
ai_edited,unknown,aiedit-inpainting-01722,train,6.25,1984,1280,16.0,h264,1732962,False,9dca00bb0dcb91e7a01c8170abf90ea16b63110059cf20e9e8e50812c3c698bd
ai_edited,unknown,aiedit-inpainting-01723,valid,6.25,1984,1280,16.0,h264,2421253,False,1a72a0576c1dbbe84cd1c551f521ec137bc1d917562742a3b089f9abdf7d888e
ai_edited,unknown,aiedit-inpainting-01724,test,6.25,1984,1280,16.0,h264,1589125,False,c0b0dad14a6c68947916e78903d386bceaf16cd8b808683288f258f46361fab0
ai_edited,unknown,aiedit-inpainting-01725,valid,6.25,1984,1280,16.0,h264,3377345,False,d58f22c31979f9de586fc651404d95a3e9f256d2ee1ecfd4c844da367b5af3e6
ai_edited,unknown,aiedit-inpainting-01726,test,6.25,1280,1984,16.0,h264,1706777,False,ad084238fd3910c153f5bbc7b500fb91b5a2091fb536429426618295ac157969
ai_edited,unknown,aiedit-inpainting-01727,train,6.25,1984,1280,16.0,h264,3251627,False,081d6c1d37611a67a70c593950566f90f0b209acafda929b51c9e20e0bc789e4
ai_edited,unknown,aiedit-inpainting-01728,test,6.25,1984,1280,16.0,h264,2037273,False,a759eac2515b9c4f991bfff3a8f7d92560f6fc92c59c40ccb6714e894ed5bd0e
ai_edited,unknown,aiedit-inpainting-01729,train,6.25,1984,1280,16.0,h264,1905520,False,80176428c9344368615523e710b6ee32edf205d86dc50ff552796b7d606ecb5c
ai_edited,unknown,aiedit-inpainting-01730,train,6.25,1984,1280,16.0,h264,1607009,False,093c45fa392c911a64d1995654ffe773e4fe0541a969879ff96fb059f02ec470
ai_edited,unknown,aiedit-inpainting-01731,train,6.25,1280,1984,16.0,h264,2302867,False,7928c615d788b9bfa85d54c02b32e10d059af8cc1750a1914a63ce4a9df23fa7
ai_edited,unknown,aiedit-inpainting-01732,valid,6.25,1984,1280,16.0,h264,2136099,False,5fddb667c9839c6db0d3b039bf3fecb91760e6b789239df59d5339fcc8a77584
ai_edited,unknown,aiedit-inpainting-01733,train,6.25,1984,1280,16.0,h264,1869483,False,a3e47c9302efa91a0a60d270ef02503b3072d98cb5290824d8555838d12eaeef
ai_edited,unknown,aiedit-inpainting-01734,train,6.25,1984,1280,16.0,h264,4358540,False,8ea60f9264b343c0bf35ed357b037e7c4e29ad620cf3078626f5c45dc22a1d48
ai_edited,unknown,aiedit-inpainting-01735,test,6.25,1280,1984,16.0,h264,1982250,False,60b5f49ffc3da5c1aa15bf9e884ad0a8cec854989efc16c6b4fbc402eda9b2dd
ai_edited,unknown,aiedit-inpainting-01736,train,6.25,1984,1280,16.0,h264,3160277,False,b0aa4dccacdc577a236611b9b84a8832c37073c6f6ea33abf2cdc72bec8e4a0e
ai_edited,unknown,aiedit-inpainting-01737,train,6.25,1280,1984,16.0,h264,2798123,False,bc927a0bb0577f6628caead7afef81ff0ea6af5a981dda7bfa25dc52d43468b5
ai_edited,unknown,aiedit-inpainting-01738,train,6.25,1984,1280,16.0,h264,2121793,False,8304c2d9417c8f3703dd7d79ff20f9f27105b24a7f2f8993572f38dbbd63527b
ai_edited,unknown,aiedit-inpainting-01739,train,6.25,1984,1280,16.0,h264,1415837,False,2f3c71a40f292ce1b692c1ca646f252cc051f6547815b28789aff1c3350ad686
ai_edited,unknown,aiedit-inpainting-01740,train,6.25,1984,1280,16.0,h264,2691635,False,8c932f5ef807e94302976ec10c26aba307e61d0ecfc2ef7b0270c4f3cc5e2cad
ai_edited,unknown,aiedit-inpainting-01741,train,6.25,1280,1984,16.0,h264,4003002,False,154e5139d4537716fcc3ce3e6a8212941ad6290e7b63080d243421a0a9f490d9
ai_edited,unknown,aiedit-inpainting-01742,train,6.25,1984,1280,16.0,h264,1821861,False,99505bf47538643de539f7d90d6da66ef2337d9d4945bff9d6dcf4e1a173fd05
ai_edited,unknown,aiedit-inpainting-01743,train,6.25,1984,1280,16.0,h264,1891136,False,16dbef32b3841435d1d06c496747362beec487b89780058b70ec37ae3403c8b2
ai_edited,unknown,aiedit-inpainting-01744,train,6.25,1984,1280,16.0,h264,4894200,False,a33605b2c8e802253d5d79284795e959a4381836c05c95a07b2a907b5921f95d
ai_edited,unknown,aiedit-inpainting-01745,train,6.25,1280,1984,16.0,h264,1806149,False,3d8ded22b278654d8eef8ad871b6c31e7eae80be96f8910c62b1cefaaa99dc05
ai_edited,unknown,aiedit-inpainting-01746,train,6.25,1280,1984,16.0,h264,1982293,False,989b4b3546ff2789e92b9b7ad14807101761ae46592a928a2dadb1df2d3fe622
ai_edited,unknown,aiedit-inpainting-01747,train,6.25,1984,1280,16.0,h264,1871400,False,699094d2dd546ab9fc5f10b30f834faadb410b510dc852bb754080ee5f15e712
ai_edited,unknown,aiedit-inpainting-01748,train,6.25,1280,1984,16.0,h264,1939091,False,6e2f92fef6b4a4a2d095ea27d069dbed3ed421811765140557181f553fd1e341
ai_edited,unknown,aiedit-inpainting-01749,test,6.25,1280,1984,16.0,h264,2462489,False,1eef07363ec60289c814b6e81a249292c1249de1b9da28c9d65f8ea37b8a9245
ai_edited,unknown,aiedit-inpainting-01750,train,6.25,1280,1984,16.0,h264,1919552,False,2ca36fa14a00aaa41365bcbe306d4e0c7b6470ebe9c7cf831eaf5d8c713c78b5
ai_edited,unknown,aiedit-inpainting-01751,train,6.25,1984,1280,16.0,h264,856277,False,d6ea49b0906eba4285bd0d034e62a5ed80ea724a213649d0061460582685b9ce
ai_edited,unknown,aiedit-inpainting-01752,train,5.688,1984,1280,16.0,h264,2707336,False,daaa152aa6ed55bca2d488eca366d4ce61cce20522af964298be332558442e18
ai_edited,unknown,aiedit-inpainting-01753,train,6.25,1984,1280,16.0,h264,1559537,False,9ee60e6129d9819518d76822eef381e82e075b8fd7e450f917f19e66f66356ea
ai_edited,unknown,aiedit-inpainting-01754,train,6.25,1984,1280,16.0,h264,1872904,False,4360bf4e87dbac8419646974d0d9d22ff8b77886e1df53a91991a7ac995baf7a
ai_edited,unknown,aiedit-inpainting-01755,train,6.25,1984,1280,16.0,h264,2714496,False,17178f55f8b1f5fc882926c39546b4b43297467f02a8ad60062b71f99947e98e
ai_edited,unknown,aiedit-inpainting-01756,train,6.25,1984,1280,16.0,h264,2440295,False,1108aef6df33661ec6558b3c278006438855a0e509f6b05552a717556ec576fb
ai_edited,unknown,aiedit-inpainting-01757,train,6.25,1984,1280,16.0,h264,1739279,False,6cd5cf5e3a17fe2761eba877f83b1a3626c180e55e27c6482599a3ce724cb028
ai_edited,unknown,aiedit-inpainting-01758,test,6.25,1984,1280,16.0,h264,4386576,False,0bbe1d0f8005a66b4e3a651ec21321adedb7d4b2fdd6705b1b898565394a95f8
ai_edited,unknown,aiedit-inpainting-01759,train,3.562,1280,1984,16.0,h264,2403822,False,7d71432950b302ecf6b1e8d7531675c24945d100346e6aedf143de6f5bcadfff
ai_edited,unknown,aiedit-inpainting-01760,train,6.25,1984,1280,16.0,h264,8674990,False,8ded35ce9206c399c0d8a9b8546bb0c3224199b8643882640684bb60f0ac85b8
ai_edited,unknown,aiedit-inpainting-01761,train,6.25,1984,1280,16.0,h264,1416038,False,cc79d0d561f46a9b7b24d84468c97551b4447ab7ce2d78a76805434bdcd85459
ai_edited,unknown,aiedit-inpainting-01762,test,6.25,1984,1280,16.0,h264,2375852,False,3fe774896bd8b1f95dc5ca4e68c77a7172f09ff66a4b5c45b5240d05fc213cef
ai_edited,unknown,aiedit-inpainting-01763,train,6.25,1984,1280,16.0,h264,1598759,False,c4c887122c724f6b0b5e6fa2a865ea825a660b6707afdf64797c80194e1e8133
ai_edited,unknown,aiedit-inpainting-01764,train,6.25,1984,1280,16.0,h264,1284523,False,bb7bef553405798c7d1eeb12acfcd81ec4e646e9c04a83c4fb7f2d165a60d7a7
ai_edited,unknown,aiedit-inpainting-01765,train,6.25,1984,1280,16.0,h264,1546552,False,dd6c4d2c1fcf77cec8b60a2175ddcf82a0b2f3dd23201724d93c3fd525573730
ai_edited,unknown,aiedit-inpainting-01766,train,6.25,1280,1984,16.0,h264,1837834,False,20d0d625283187764cacb58cd4e364c51ed2c3ba19734e83484fb4687118fd29
ai_edited,unknown,aiedit-inpainting-01767,train,6.25,1984,1280,16.0,h264,3491459,False,e6c8b623237452690c227c193b14ec049912c3d89e874120d794482ada44242d
ai_edited,unknown,aiedit-inpainting-01768,train,6.25,1984,1280,16.0,h264,1896650,False,fce91052427f1580b3faa7d73ae89aa335da9cc073dd0cab36ec798ec306339a
ai_edited,unknown,aiedit-inpainting-01769,train,6.25,1280,1984,16.0,h264,1967882,False,037835ae44a08a821b95a477d99c9ce69d238cb969741be9406f713bcfd1d444
ai_edited,unknown,aiedit-inpainting-01770,train,6.25,1984,1280,16.0,h264,1126869,False,5f855b4f57affcde7f42a7fa5f7ce26be35222080b0f4c8d26547657ea80ff91
ai_edited,unknown,aiedit-inpainting-01771,train,6.25,1984,1280,16.0,h264,2219901,False,695d189451926f48da1807cad28bfe87af49faf2b35b9ad2f32957689924750a
ai_edited,unknown,aiedit-inpainting-01772,train,6.25,1984,1280,16.0,h264,1677098,False,b725a4cc71ffd781a703b57ff65430240b983048f1076ff4d3da86501890aa39
ai_edited,unknown,aiedit-inpainting-01773,train,6.25,1280,1984,16.0,h264,2085026,False,df2ac5e119dd0f0add9abbcad795b27740b1f177ca7444cabd6a1a61d9d4afbd
ai_edited,unknown,aiedit-inpainting-01774,train,6.25,1984,1280,16.0,h264,2793616,False,8a14dd32e5d088b6ae9475b7e4fc2619d748aa67db7142cc315e1e1cf2fac2b1
ai_edited,unknown,aiedit-inpainting-01775,train,6.25,1280,1984,16.0,h264,2619872,False,244f98ed8e57ce700d0c2abbb1c87a288f815670f6e0d91ab44fe06b0bec881a
ai_edited,unknown,aiedit-inpainting-01776,train,6.25,1280,1984,16.0,h264,2063413,False,c6986ea0b124088ec39c9369c7534b8bf7867a588665fed38fa9aee973efe5f4
ai_edited,unknown,aiedit-inpainting-01777,train,6.25,1984,1280,16.0,h264,3150964,False,d7204c0e4d5276e2e23cc269cf3fce1019c5a899f0c0d67b0ba7abb90940e716
ai_edited,unknown,aiedit-inpainting-01778,train,6.25,1984,1280,16.0,h264,1740421,False,bad6e49de8b06184a2e2481988fe83b400489c5c27bc16f8b9a4485ee02a0641
ai_edited,unknown,aiedit-inpainting-01779,valid,6.25,1984,1280,16.0,h264,6552611,False,f56812b0c721fa5c9bbbbda1ab89692e62917a91b081737b4c575e94460aaa50
ai_edited,unknown,aiedit-inpainting-01780,train,6.25,1984,1280,16.0,h264,1068744,False,6ad82973d030a7e68dfc3ac35fb4cd62018c9080f9410b637c2040c0e5ec67d6
ai_edited,unknown,aiedit-inpainting-01781,train,6.25,1280,1984,16.0,h264,3065575,False,ad59a40bc519b98e53c7d353f07ca56b7db8a61b923dc0e4c9f674997cce0d0c
ai_edited,unknown,aiedit-inpainting-01782,train,6.25,1984,1280,16.0,h264,1807630,False,7d7d83e8b207918a6ec800f5efd6c86239631e558a63a93b9f67933afd085694
ai_edited,unknown,aiedit-inpainting-01783,train,6.25,1984,1280,16.0,h264,4664686,False,4de36b44a4865a3274c233942302218c9a654b409a8695bfe0614be75638b8c9
ai_edited,unknown,aiedit-inpainting-01784,test,6.25,1984,1280,16.0,h264,2618551,False,e9b4d473400fb64fe37342c26f20f8e76d17723f7721d0dd39b10c90487e2763
ai_edited,unknown,aiedit-inpainting-01785,train,6.25,1984,1280,16.0,h264,2004997,False,0bef6bccaac0fb60d6ba8aaedc9ccd6a64f1996390a07de8d3b2f5a2441fc2b8
ai_edited,unknown,aiedit-inpainting-01786,train,6.25,1984,1280,16.0,h264,3561187,False,32b08003b2b9dc5dfd3a5e388a40c6b9c6e84083198f1c6d7e894954608aa5f9
ai_edited,unknown,aiedit-inpainting-01787,train,6.25,1984,1280,16.0,h264,1654745,False,77aee36d80327a85c0dbfb99a7ee1a00feab820098b36c7c028c67046488e310
ai_edited,unknown,aiedit-inpainting-01788,train,6.25,1984,1280,16.0,h264,5433045,False,6f5ebe11e10056cad43ab879c667de8339b3e0663939112dc3aa2038de8416b2
ai_edited,unknown,aiedit-inpainting-01789,valid,6.25,1984,1280,16.0,h264,1921172,False,043ad61d2434a3e530a38f5f7f357b6d9dcb5442334657944ad10d1f79f6d3dc
ai_edited,unknown,aiedit-inpainting-01790,train,6.25,1984,1280,16.0,h264,3051270,False,4c6ed06852a11a33d0e3e12f5e627232c01938c1d044de3a6bffcd6d2f4ba0f0
ai_edited,unknown,aiedit-inpainting-01791,test,6.25,1984,1280,16.0,h264,2677410,False,b43f78ce8b49e2fbd9f8efea6fb670e3ec07c995016305f41170884f4003a9b3
ai_edited,unknown,aiedit-inpainting-01792,train,6.25,1984,1280,16.0,h264,1516367,False,5b4e2c357e332c67f9529f1476cf7cd3ba8f85977f3de014a35ae8ec4eca4c10
ai_edited,unknown,aiedit-inpainting-01793,valid,6.25,1984,1280,16.0,h264,2571069,False,0535fa714d2cbad6bc3ce5f0a0d157ca11b6556f79386d613913801e239f8881
ai_edited,unknown,aiedit-inpainting-01794,train,6.25,1984,1280,16.0,h264,2813614,False,3642bb12ed47f23c452087eda2d5bc3582899a6a927e34c20719b34254a821f6
ai_edited,unknown,aiedit-inpainting-01795,train,6.25,1984,1280,16.0,h264,2052179,False,8612015ba5efa0fa6e85da10241ddd941d576b9b41364fce6ced5daf0e9d9466
ai_edited,unknown,aiedit-inpainting-01796,train,6.25,1984,1280,16.0,h264,1637608,False,26efeedf9ed1735fac81b53c44dc888e9fb30e72230d5fb6265c01eabdea2d57
ai_edited,unknown,aiedit-inpainting-01797,valid,6.25,1280,1984,16.0,h264,2484833,False,ae610520d73937952f59b209cdb67882436d87ac8798edb301c47d6d7f445099
